participantid,condition,session,conversation,onset,duration,production,comprehension,n_token,utterance,tdl 
subj-10,robot,3,2,43.231,0.8789999999999978,0,1,4,tu ne crois pas,4
subj-10,robot,3,2,49.206,2.809999999999995,0,1,9,c'est peut-être une pub pour manger plus sainement,16
subj-10,robot,3,2,58.229,1.0820000000000007,0,1,7,qu'est ce que t'en penses,13
subj-10,robot,3,2,5.075,0.524,1,0,1,bonjour,0
subj-10,robot,3,2,11.437,0.8890000000000011,1,0,4,c'est une pomme,6
subj-10,robot,3,2,19.271,2.0779999999999994,1,0,9,oui mais mais y a pas que des fruits,14
subj-10,robot,3,2,21.74,0.7880000000000003,1,0,5,y a aussi des légumes,6
subj-10,robot,3,2,27.369,0.9349999999999987,1,0,1,et,0
subj-10,robot,3,2,28.548,2.4840000000000018,1,0,12,tout à l'heure aussi c'était des fruits et ils étaient,30
subj-10,robot,3,2,31.561,0.838000000000001,1,0,3,pourris donc euh,1
subj-10,robot,3,2,40.452,0.8539999999999992,1,0,4,non pas du tout,3
subj-10,robot,3,2,45.004,0.24399999999999977,1,0,1,non,0
subj-10,robot,3,2,52.92,1.1839999999999975,1,0,7,oui c'est s- c'est sûr,9
subj-10,robot,3,4,4.237,0.6509999999999998,0,1,1,salut,0
subj-10,robot,3,4,6.082,1.6100000000000003,0,1,7,les deux sont de la même pub,16
subj-10,robot,3,4,13.388,0.9090000000000007,0,1,4,tu ne penses pas,4
subj-10,robot,3,4,21.516,0.8490000000000002,0,1,2,je pense,1
subj-10,robot,3,4,23.843,2.4239999999999995,0,1,9,c'est une pub pour les producteurs de légumes,15
subj-10,robot,3,4,32.181,2.581000000000003,0,1,9,ça peut-être une pub pour manger des légumes locaux,13
subj-10,robot,3,4,38.059,0.970000000000006,0,1,7,qu'est ce que tu en dis,13
subj-10,robot,3,4,43.876,2.571000000000005,0,1,9,ça peut-être une pub pour manger des légumes locaux,13
subj-10,robot,3,4,52.417,0.4720000000000013,0,1,1,oui,0
subj-10,robot,3,4,57.498,0.9600000000000009,0,1,7,qu'est ce que tu en dis,13
subj-10,robot,3,4,5.131,0.4479999999999995,1,0,1,salut,0
subj-10,robot,3,4,10.51,0.41300000000000026,1,0,1,ok,0
subj-10,robot,3,4,15.079,0.3149999999999995,1,0,1,ouais,0
subj-10,robot,3,4,16.639,1.926000000000002,1,0,9,donc c'est une pub pour la production locale,17
subj-10,robot,3,4,23.894,0.3200000000000003,1,0,1,ok,0
subj-10,robot,3,4,28.314,1.1030000000000015,1,0,6,donc c'est une pub française,11
subj-10,robot,3,4,30.077,0.8639999999999972,1,0,4,pour les produits français,4
subj-10,robot,3,4,37.109,0.4369999999999976,1,0,1,ok,0
subj-10,robot,3,4,40.152,0.7070000000000007,1,0,4,oui c'est possible,3
subj-10,robot,3,4,48.764,1.6169999999999973,1,0,5,par rapport aux produits étrangers,5
subj-10,robot,3,4,54.525,0.4170000000000016,1,0,1,ok,0
subj-10,robot,3,4,58.976,0.6809999999999974,1,0,4,ouais c'est possible,3
subj-10,robot,3,6,3.648,0.6499999999999999,0,1,1,salut,0
subj-10,robot,3,6,5.294,1.0770000000000008,0,1,7,qu'est ce que t'en penses,13
subj-10,robot,3,6,7.24,1.9969999999999999,0,1,8,c'est un logo de club de végétarien,12
subj-10,robot,3,6,9.465,0.9909999999999997,0,1,3,comme les autres,3
subj-10,robot,3,6,15.598,0.44700000000000095,0,1,1,oui,0
subj-10,robot,3,6,16.273,0.7270000000000003,0,1,3,tu as raison,2
subj-10,robot,3,6,18.666,2.2560000000000002,0,1,9,c'est une pub pour les producteurs de fruits,15
subj-10,robot,3,6,21.491,2.5,0,1,9,ça peut-être une pub pour manger des fruits locaux,13
subj-10,robot,3,6,24.214,0.9760000000000026,0,1,3,comme les autres,3
subj-10,robot,3,6,34.04,0.8440000000000012,0,1,2,je pense,1
subj-10,robot,3,6,37.541,2.5050000000000026,0,1,8,il combat la mauvaise nourriture avec les autres,16
subj-10,robot,3,6,49.694,0.3709999999999951,0,1,1,bon,0
subj-10,robot,3,6,57.299,0.9560000000000031,0,1,7,qu'est ce que tu en dis,13
subj-10,robot,3,6,2.54,0.47799999999999976,1,0,1,bonjour,0
subj-10,robot,3,6,7.296,0.25399999999999956,1,0,1,ben,0
subj-10,robot,3,6,11.497,0.32099999999999973,1,0,1,oui,0
subj-10,robot,3,6,12.021,2.032,1,0,5,c'est contre l'importation,10
subj-10,robot,3,6,14.566,0.6049999999999986,1,0,1,américaine,0
subj-10,robot,3,6,15.374,0.7520000000000007,1,0,2,de légumes,1
subj-10,robot,3,6,18.727,0.18299999999999983,1,0,1,*,0
subj-10,robot,3,6,25.744,0.5030000000000001,1,0,4,c'est ça ouais,3
subj-10,robot,3,6,26.475,1.0109999999999992,1,0,5,ils ont du mal à,4
subj-10,robot,3,6,28.69,2.291999999999998,1,0,7,euh faire du chiffre en France euh,13
subj-10,robot,3,6,31.454,1.4990000000000023,1,0,8,à cause de l'importation d'autres produits,13
subj-10,robot,3,6,42.215,0.3149999999999977,1,0,1,oui,0
subj-10,robot,3,6,51.599,0.3860000000000028,1,0,1,*,0
subj-10,robot,3,6,55.648,0.7169999999999987,1,0,5,je sais pas quoi dire,5
subj-10,robot,3,6,59.103,0.801400000000001,1,0,5,ben on a tout dit,10
subj-10,human,4,1,0.0,1.138,0,1,5,tout ce qu'on avait,7
subj-10,human,4,1,1.748,1.067,0,1,4,c'était avec la,6
subj-10,human,4,1,3.272,0.2950000000000004,0,1,1,pardon,0
subj-10,human,4,1,3.978,5.055,0,1,20,euh j'étais en train de refaire le point sur ce qu'on avait dit et si ça marchait bien,48
subj-10,human,4,1,9.374,1.5700000000000003,0,1,7,donc ça ça serait une poire française,12
subj-10,human,4,1,15.323,1.5139999999999993,0,1,5,ah ouais la framboise putain,2
subj-10,human,4,1,17.772,0.7110000000000021,0,1,3,pas réveillé hein,2
subj-10,human,4,1,19.134,4.654,0,1,21,euh mais enfin c'est pareil elle française ouais -fin c'est @ ça donne moins envie d'un seul coup,40
subj-10,human,4,1,24.26,0.7469999999999999,0,1,1,euh,0
subj-10,human,4,1,30.291,2.7840000000000025,0,1,10,et que donc il faut que nous on les défende,25
subj-10,human,4,1,34.66,2.1750000000000043,0,1,8,en achetant euh en achetant des trucs locaux,8
subj-10,human,4,1,37.231,5.760999999999996,0,1,20,et ça peut peut-être aller aussi avec les super héros ils sont plein de pesticides et d'hormones et de,48
subj-10,human,4,1,43.78,3.094000000000001,0,1,14,ouais voilà et d'$OGM$ et de trucs comme ça alors que les euh,13
subj-10,human,4,1,47.387,2.4540000000000006,0,1,10,les locaux ils ont moins bonne mine mais au moins,17
subj-10,human,4,1,50.197,1.0869999999999962,0,1,7,bah par contre ils ont quand même,11
subj-10,human,4,1,51.635,0.27900000000000347,0,1,1,-fin,0
subj-10,human,4,1,53.413,2.139000000000003,0,1,11,ça reste hein ouais franchement la framboise c'est un peu,10
subj-10,human,4,1,56.136,2.3829999999999956,0,1,15,s'il nous demande leur avis on va leur dire que la framboise faut la,31
subj-10,human,4,1,58.89,0.7669999999999959,0,1,4,faut la refaire quoi,4
subj-10,human,4,1,1.859,0.24400000000000022,1,0,1,ouais,0
subj-10,human,4,1,11.701,1.173,1,0,4,une framboise française ouais,2
subj-10,human,4,1,17.843,0.5079999999999991,1,0,1,@,0
subj-10,human,4,1,21.903,1.0110000000000028,1,0,4,logiquement oui c'est,2
subj-10,human,4,1,25.098,4.273,1,0,14,ces produits français qui entre guillemets se sont fait battre par les produits américains,34
subj-10,human,4,1,33.766,0.6709999999999994,1,0,3,en achetant local,2
subj-10,human,4,1,37.119,0.22400000000000375,1,0,1,ouais,0
subj-10,human,4,1,42.332,0.9649999999999963,1,0,4,ouais des $OGM$ ouais,2
subj-10,human,4,1,50.029,0.23899999999999721,1,0,1,ouais,0
subj-10,human,4,1,51.919,1.7140000000000057,1,0,8,ouais la framboise elle est pas très mangeable,16
subj-10,human,4,1,59.591,0.31340000000000146,1,0,1,ouais,0
subj-10,human,4,3,2.566,2.159,0,1,6,ouais donc ça là ça va,7
subj-10,human,4,3,4.964,2.6869999999999994,0,1,10,en fait y a que la framboise qui qui colle,16
subj-10,human,4,3,8.764,1.25,0,1,5,qui colle pas trop euh,4
subj-10,human,4,3,12.122,0.8130000000000006,0,1,3,ah et ouais,0
subj-10,human,4,3,13.154,2.301,0,1,7,elle est trop elle est trop pourrie,10
subj-10,human,4,3,16.131,0.36100000000000065,0,1,1,@,0
subj-10,human,4,3,22.162,1.6870000000000012,0,1,3,ah littéralement euh,0
subj-10,human,4,3,25.728,5.212999999999997,0,1,23,ouais ben dans ces cas là il man- il me semble qui manquerait une troisième étape dans leur machin qui sont des euh,50
subj-10,human,4,3,32.15,2.490000000000002,0,1,10,des produis locaux qui soient pas battus par les américains,19
subj-10,human,4,3,35.371,1.056999999999995,0,1,4,et qui soient appétissants,6
subj-10,human,4,3,36.642,0.3549999999999969,0,1,1,pardon,0
subj-10,human,4,3,37.78,2.280999999999999,0,1,10,et qui soient appétissants aussi quoi tant qu'à faire,18
subj-10,human,4,3,41.011,7.244999999999997,0,1,25,parce que là là là effectivement on aurait tout le truc genre les produits américains nous envahissent les produits français se font battre mais euh,55
subj-10,human,4,3,48.947,1.8539999999999992,0,1,7,si on fait les bons choix alors,13
subj-10,human,4,3,55.623,0.17300000000000182,0,1,1,bah,0
subj-10,human,4,3,57.188,1.3709999999999951,0,1,6,ah c'est un peu bizarre,10
subj-10,human,4,3,58.808,1.1435999999999993,0,1,5,euh moi je t'avoue,6
subj-10,human,4,3,1.133,0.19799999999999995,1,0,1,ouais,0
subj-10,human,4,3,6.833,0.3309999999999995,1,0,1,ouais,0
subj-10,human,4,3,10.354,1.184000000000001,1,0,3,vous avez trop,2
subj-10,human,4,3,12.437,0.6050000000000004,1,0,3,trop éclaté quoi,2
subj-10,human,4,3,16.695,3.0889999999999986,1,0,14,après ouais c'est peut-être pour dire qu'elle s'est fait battre euh,36
subj-10,human,4,3,20.206,1.1020000000000003,1,0,4,physiquement quoi -fin li-,2
subj-10,human,4,3,22.06,1.7070000000000007,1,0,5,littéralement et physiquement parlant ouais,6
subj-10,human,4,3,24.641,0.9350000000000023,1,0,4,par les produits américains,4
subj-10,human,4,3,34.818,0.2890000000000015,1,0,1,ouais,0
subj-10,human,4,3,39.908,0.46300000000000097,1,0,3,c'est ça,3
subj-10,human,4,3,47.987,0.24899999999999523,1,0,1,ouais,0
subj-10,human,4,3,51.213,3.789999999999999,1,0,17,parce que là de toutes façons à choisir je préfère manger la pomme rouge $Spiderman$ que le,33
subj-10,human,4,3,55.603,1.0659999999999954,1,0,4,que la framboise euh,3
subj-10,human,4,3,58.737,0.14799999999999613,1,0,1,ouais,0
subj-10,human,4,5,2.718,1.6210000000000004,0,1,5,ouais on est reparti euh,3
subj-10,human,4,5,5.172,2.2360000000000007,0,1,9,bon mais là c'est bon on a @,17
subj-10,human,4,5,8.144,4.507,0,1,21,on a fini on peut passer à autre chose quoi @ on a trouvé on a trouvé ce que c'était,32
subj-10,human,4,5,13.118,0.8889999999999993,0,1,1,euh,0
subj-10,human,4,5,15.887,3.4299999999999997,0,1,14,ouais puis o- c'est peut-être pas les trucs finaux non plus parce que,33
subj-10,human,4,5,19.916,0.4980000000000011,0,1,2,ah euh,0
subj-10,human,4,5,20.82,3.9229999999999983,0,1,22,au pire on leur dira que il faudrait qu'ils changent deux trois petits trucs pour que pour que ça passe bien,53
subj-10,human,4,5,25.358,0.6699999999999982,0,1,1,euh,0
subj-10,human,4,5,26.993,3.0740000000000016,0,1,21,surtout qu'en plus j'ai l'impression que y a y a des choses qui sont un peu bizarres quoi,44
subj-10,human,4,5,30.382,2.794999999999998,0,1,14,genre les aubergines c'est pas le truc que tu importes vraiment de loin,33
subj-10,human,4,5,33.517,2.6269999999999953,0,1,10,ça fait partie des rares trucs euh qui sont difficiles,15
subj-10,human,4,5,36.804,3.2620000000000005,0,1,8,à qui sont difficiles à à transporter euh,10
subj-10,human,4,5,40.721,1.6210000000000022,0,1,5,qui pourrissent facilement et euh,4
subj-10,human,4,5,44.852,1.0110000000000028,0,1,2,bah ouais,0
subj-10,human,4,5,46.346,4.9580000000000055,0,1,25,on on est en surproduction de de pommes on sait plus quoi en faire on en fait tous les produits dérivés qu'on peut imaginer,46
subj-10,human,4,5,51.975,0.5739999999999981,0,1,1,bah,0
subj-10,human,4,5,52.727,1.666000000000004,0,1,9,ou alors c'est pas ça mais bon euh,18
subj-10,human,4,5,55.374,4.577599999999997,0,1,19,y avait la ouais mais pourtant ça marchait bien parce que y a la piste pesticides plus transports plu-,48
subj-10,human,4,5,1.277,0.31600000000000006,1,0,1,ouais,0
subj-10,human,4,5,7.355,1.0079999999999991,1,0,6,on a fait le tour de,9
subj-10,human,4,5,9.76,0.22900000000000098,1,0,1,ouais,0
subj-10,human,4,5,14.089,2.930999999999999,1,0,15,ben après avec du texte ça sera plus clair je pense comme me- comme message,39
subj-10,human,4,5,19.459,0.22299999999999898,1,0,1,ouais,0
subj-10,human,4,5,24.931,0.35999999999999943,1,0,1,ouais,0
subj-10,human,4,5,33.426,0.3810000000000002,1,0,1,ouais,0
subj-10,human,4,5,35.219,1.330999999999996,1,0,7,les aubergines oui c'est français ouais,7
subj-10,human,4,5,40.875,0.1869999999999976,1,0,1,ouais,0
subj-10,human,4,5,42.77,2.1329999999999956,1,0,11,pareil on a pas mal de produits en France aussi donc,23
subj-10,human,4,5,48.525,0.25900000000000034,1,0,1,ouais,0
subj-10,human,4,5,55.384,0.2079999999999984,1,0,1,ouais,0
subj-10,robot,4,2,6.498,0.6659999999999995,0,1,1,salut,0
subj-10,robot,4,2,12.534,1.9459999999999997,0,1,4,elles semblent fatiguées salut,2
subj-10,robot,4,2,19.306,0.4369999999999976,0,1,1,oui,0
subj-10,robot,4,2,23.747,1.9100000000000001,0,1,7,peut-être que quelqu'un l'a frappé,21
subj-10,robot,4,2,30.789,3.0379999999999967,0,1,11,c'est contre les importations de légumes qui viennent de loin,19
subj-10,robot,4,2,37.099,0.7920000000000016,0,1,3,oui en effet,1
subj-10,robot,4,2,40.406,2.0990000000000038,0,1,7,c'est une campagne pour les pesticides,12
subj-10,robot,4,2,48.032,2.7240000000000038,0,1,10,n'est-ce pas une campagne pour les producteurs de fruits,23
subj-10,robot,4,2,53.342,4.323,0,1,15,c'est une campagne pour les fruits locaux qui ne v- oui je crois aussi,31
subj-10,robot,4,2,59.464,0.4876000000000005,0,1,4,c'est une cam-,6
subj-10,robot,4,2,7.316,0.3959999999999999,1,0,1,salut,0
subj-10,robot,4,2,15.623,1.5190000000000001,1,0,9,ben on dirait qu'elle a été battue oui,18
subj-10,robot,4,2,26.592,1.5040000000000013,1,0,4,oui les produits américains,2
subj-10,robot,4,2,34.228,0.43199999999999505,1,0,3,c'est ça,3
subj-10,robot,4,2,36.504,1.0420000000000016,1,0,4,qui sont bourrés de,4
subj-10,robot,4,2,38.003,1.189,1,0,5,de pesticides et d'$OGM$,2
subj-10,robot,4,2,44.943,0.4269999999999996,1,0,3,c'est ça,3
subj-10,robot,4,2,51.67,1.117999999999995,1,0,6,de fruits et légumes locaux oui,7
subj-10,robot,4,4,2.881,0.7870000000000004,0,1,1,bonjour,0
subj-10,robot,4,4,5.401,1.0510000000000002,0,1,3,elle est déformée,3
subj-10,robot,4,4,6.656,0.8730000000000002,0,1,3,comme la poire,3
subj-10,robot,4,4,13.189,1.4740000000000002,0,1,6,elle est aussi un peu abîmée,15
subj-10,robot,4,4,17.864,0.9450000000000003,0,1,3,comme la poire,3
subj-10,robot,4,4,23.95,1.9100000000000001,0,1,7,peut-être que quelqu'un l'a frappé,21
subj-10,robot,4,4,31.495,1.173999999999996,0,1,4,je suis d'accord,4
subj-10,robot,4,4,33.273,2.4639999999999986,0,1,9,peut-être que c'est une pub contre la violence,21
subj-10,robot,4,4,46.686,1.463000000000001,0,1,4,non c'est impossible,3
subj-10,robot,4,4,51.233,3.831000000000003,0,1,15,c'est une campagne pour des fruits locaux et qui ne viennent pas de loin,29
subj-10,robot,4,4,57.264,1.0109999999999957,0,1,3,oui bien sûr,1
subj-10,robot,4,4,1.814,0.5739999999999998,1,0,1,bonjour,0
subj-10,robot,4,4,5.065,0.8179999999999996,1,0,4,c'est une framboise,6
subj-10,robot,4,4,8.414,0.3149999999999995,1,0,1,ouais,0
subj-10,robot,4,4,9.704,1.8289999999999988,1,0,10,elle est même éclatée elle est bat- elle est battue,15
subj-10,robot,4,4,15.049,0.2640000000000011,1,0,1,ouais,0
subj-10,robot,4,4,16.07,0.7270000000000003,1,0,4,un peu beaucoup même,4
subj-10,robot,4,4,19.21,0.3099999999999987,1,0,1,ouais,0
subj-10,robot,4,4,27.004,0.786999999999999,1,0,2,oui les,0
subj-10,robot,4,4,28.624,1.7940000000000005,1,0,10,les fruits et légumes qu'on a vu juste avant,19
subj-10,robot,4,4,37.195,0.5140000000000029,1,0,2,pas vraiment,1
subj-10,robot,4,4,43.831,0.9289999999999949,1,0,4,euh ça marche plus,2
subj-10,robot,4,4,55.521,0.5180000000000007,1,0,3,c'est ça,3
subj-10,robot,4,6,5.589,0.7569999999999997,0,1,1,bonjour,0
subj-10,robot,4,6,13.667,0.8740000000000006,0,1,2,je pense,1
subj-10,robot,4,6,24.097,1.4179999999999993,0,1,5,c'est une fraise rouge,7
subj-10,robot,4,6,27.095,1.5090000000000003,0,1,5,c'est une fraise moche,7
subj-10,robot,4,6,32.313,0.838000000000001,0,1,3,oui en effet,1
subj-10,robot,4,6,33.903,3.541000000000004,0,1,10,c'est peut-être une campagne pour favoriser les fruits locaux,17
subj-10,robot,4,6,41.336,1.189,0,1,4,je suis d'accord,4
subj-10,robot,4,6,46.6,2.4080000000000013,0,1,9,on dirait une pub pour des producteurs de fruits,13
subj-10,robot,4,6,53.174,0.9350000000000023,0,1,4,tu ne crois pas,4
subj-10,robot,4,6,57.452,1.472999999999999,0,1,2,oui exactement,0
subj-10,robot,4,6,2.281,0.5739999999999998,1,0,1,bonjour,0
subj-10,robot,4,6,13.718,0.3100000000000005,1,0,1,*,0
subj-10,robot,4,6,16.761,0.5990000000000002,1,0,1,niquel,0
subj-10,robot,4,6,18.041,0.5440000000000005,1,0,1,ok,0
subj-10,robot,4,6,20.221,0.8129999999999988,1,0,4,c'est une fraise,6
subj-10,robot,4,6,26.912,0.6709999999999994,1,0,4,qui est d'un,4
subj-10,robot,4,6,29.386,1.2910000000000004,1,0,7,oui mais c'est un produit local,11
subj-10,robot,4,6,39.091,0.42600000000000193,1,0,3,c'est ça,3
subj-10,robot,4,6,46.224,0.3050000000000068,1,0,2,et voilà,0
subj-10,robot,4,6,50.31,0.42499999999999716,1,0,1,oui,0
subj-10,robot,4,6,54.749,1.4839999999999947,1,0,6,oui des producteurs de fruits français,5
subj-11,human,1,1,2.093,0.4980000000000002,0,1,1,euh,0
subj-11,human,1,1,10.547,2.388,0,1,12,ouais ouais ouais y a un masque qui est dessiné dedans non,14
subj-11,human,1,1,20.175,0.3409999999999975,0,1,3,c'est quoi,3
subj-11,human,1,1,21.765,0.29499999999999815,0,1,1,comique,0
subj-11,human,1,1,22.731,3.1899999999999977,0,1,8,ah euh $Marvel$ euh $DC$ et tout ça,12
subj-11,human,1,1,29.762,1.0769999999999982,0,1,4,ah ok d'accord,1
subj-11,human,1,1,32.338,1.1430000000000007,0,1,5,ça va oui oui oui,1
subj-11,human,1,1,33.817,2.530000000000001,0,1,12,euh je sais pas moi je trouve qu'elle fait plutôt sérieuse,14
subj-11,human,1,1,36.936,2.0529999999999973,0,1,9,tu sais c'est super propre et tout euh,14
subj-11,human,1,1,39.949,0.8890000000000029,0,1,2,y a,1
subj-11,human,1,1,44.694,0.33099999999999596,0,1,2,ah ouais,0
subj-11,human,1,1,47.26,0.4070000000000036,0,1,1,ok,0
subj-11,human,1,1,48.505,2.168999999999997,0,1,9,euh moi j'avais pas du tout vu ça,22
subj-11,human,1,1,50.979,2.1750000000000043,0,1,10,mais euh c'est vrai que c'est plutôt inhabituel,21
subj-11,human,1,1,57.933,0.8699999999999974,0,1,2,tu euh,0
subj-11,human,1,1,3.932,0.2849999999999997,1,0,1,alors,0
subj-11,human,1,1,4.507,0.5990000000000002,1,0,3,j'ai vu,3
subj-11,human,1,1,5.389,2.08,1,0,6,une aubergine qui ressemblait à $Batman$,10
subj-11,human,1,1,8.038,1.8390000000000004,1,0,11,on aurait dit que c'était sur une pomme de terre,27
subj-11,human,1,1,13.596,1.4329999999999998,1,0,5,y a ouais un masque,4
subj-11,human,1,1,15.836,3.744999999999999,1,0,9,et c'était comme Miss France à l'image,18
subj-11,human,1,1,20.81,0.48300000000000054,1,0,1,comique,0
subj-11,human,1,1,26.836,4.146000000000001,1,0,15,ah non je veux dire que l'image ça faisait comique en fait -fin voilà,29
subj-11,human,1,1,31.875,0.4069999999999965,1,0,1,voilà,0
subj-11,human,1,1,36.87,0.4170000000000016,1,0,2,ah ouais,0
subj-11,human,1,1,41.166,3.2690000000000055,1,0,16,ah c'est étiré mais en même temps y a une touche d'humour en fait,31
subj-11,human,1,1,45.312,1.531000000000006,1,0,4,bah oui je pense,3
subj-11,human,1,1,55.027,1.391999999999996,1,0,3,-fin voilà *,0
subj-11,human,1,3,6.249,0.1880000000000006,0,1,1,ouais,0
subj-11,human,1,3,7.778,0.6250000000000009,0,1,2,un masque,1
subj-11,human,1,3,10.674,3.481,0,1,10,ah oui oui oui un les bandeaux là comme $Zorro$,16
subj-11,human,1,3,18.971,2.3580000000000005,0,1,9,euh ouais ouais ouais ouais c'est vrai complètement,12
subj-11,human,1,3,21.804,4.3210000000000015,0,1,19,je suis je suis désolée je regardais pas trop trop les $Tortues Ninja$ un peu plus $Batman$ mais euh,31
subj-11,human,1,3,30.626,1.5549999999999962,0,1,11,ouais ouais mais maintenant que tu le dis c'est vrai,32
subj-11,human,1,3,33.502,2.0519999999999996,0,1,10,c'est euh c'est assez marrant en fait hein,18
subj-11,human,1,3,36.266,0.365000000000002,0,1,2,quand même,1
subj-11,human,1,3,37.307,0.4619999999999962,0,1,3,t'as raison,2
subj-11,human,1,3,40.081,0.8889999999999958,0,1,1,mh,0
subj-11,human,1,3,41.28,1.0820000000000007,0,1,7,tu penses que ça veut dire quoi,9
subj-11,human,1,3,49.399,0.6659999999999968,0,1,3,ouais ouais ouais,1
subj-11,human,1,3,51.95,2.056999999999995,0,1,11,puisque pour l'instant on a quand même deux super héros,24
subj-11,human,1,3,1.415,4.326,1,0,16,ok cette fois je crois que c'est la moitié d'un citron découpé avec euh,27
subj-11,human,1,3,6.505,1.085,1,0,2,comme un,1
subj-11,human,1,3,7.778,2.7590000000000012,1,0,8,turban de ninja -fin on aurait dit un,10
subj-11,human,1,3,14.505,2.921999999999999,1,0,10,oui un bandeau euh un peu comme les $Tortues Ninja$,19
subj-11,human,1,3,21.7,0.4009999999999998,1,0,1,voilà,0
subj-11,human,1,3,26.648,0.8790000000000013,1,0,4,oui on dirait un,2
subj-11,human,1,3,28.06,0.17800000000000082,1,0,1,*,0
subj-11,human,1,3,29.666,0.23900000000000077,1,0,1,voilà,0
subj-11,human,1,3,44.151,0.32499999999999574,1,0,1,euh,0
subj-11,human,1,3,45.37,1.463000000000001,1,0,5,euh je sais pas -fin,2
subj-11,human,1,3,47.489,1.3160000000000025,1,0,4,en terme de signification,4
subj-11,human,1,3,50.09,0.6049999999999969,1,0,1,euh,0
subj-11,human,1,3,56.09,0.6399999999999935,1,0,1,euh,0
subj-11,human,1,3,57.554,1.3099999999999952,1,0,5,juste dans cette image là,7
subj-11,human,1,5,4.176,0.24399999999999977,0,1,1,quoi,0
subj-11,human,1,5,9.338,0.28500000000000014,0,1,1,ouais,0
subj-11,human,1,5,11.762,0.8889999999999993,0,1,5,ouais j'ai vu ça,4
subj-11,human,1,5,13.24,2.9880000000000013,0,1,18,qu'est ce qui diffère par rapport aux autres c'est qu'on dirait qu'elle est inversée,30
subj-11,human,1,5,26.496,0.44200000000000017,0,1,3,elle est quoi,2
subj-11,human,1,5,32.282,3.440000000000005,0,1,16,ouais mais le le côté inversé ça rajoute un petit décalage en plus encore je trouve,35
subj-11,human,1,5,38.278,1.0769999999999982,0,1,1,euh,0
subj-11,human,1,5,39.893,2.9979999999999976,0,1,18,non j'aime bien son allure je sais pas comment dire ça mais elle est jolie je trouve,48
subj-11,human,1,5,46.589,0.2850000000000037,0,1,1,ouais,0
subj-11,human,1,5,47.651,1.1939999999999955,0,1,7,ouais ouais mais c'est très sobre,15
subj-11,human,1,5,49.226,5.268999999999998,0,1,11,euh ça je connais ça c'est euh c'est $Spiderman$,14
subj-11,human,1,5,58.29,0.28999999999999915,0,1,1,ouais,0
subj-11,human,1,5,58.814,1.137599999999999,0,1,6,ouais ouais sinon ça peut être,7
subj-11,human,1,5,0.838,2.0989999999999998,1,0,8,* c'était une pomme avec des trous,12
subj-11,human,1,5,3.733,0.46399999999999997,1,0,1,euh,0
subj-11,human,1,5,4.451,3.973,1,0,12,en c'était une pomme avec une découpe sur les en forme,22
subj-11,human,1,5,9.343,0.7270000000000003,1,0,3,d'yeux -fin,1
subj-11,human,1,5,10.608,0.8439999999999994,1,0,4,la forme des yeux,4
subj-11,human,1,5,16.588,1.102999999999998,1,0,7,oui elle est à l'envers ouais,10
subj-11,human,1,5,19.032,0.7929999999999993,1,0,2,et euh,0
subj-11,human,1,5,22.004,2.514999999999997,1,0,14,ouais bah c'est tout en fait elle est moins compliquée que les autres,24
subj-11,human,1,5,24.974,1.2429999999999986,1,0,6,que l'aubergine et l'autre,9
subj-11,human,1,5,27.332,2.853999999999999,1,0,12,elle est moins complexe -fin c'est plus simple à la découpe,24
subj-11,human,1,5,36.128,0.9660000000000011,1,0,4,oui c'est vrai,3
subj-11,human,1,5,43.312,0.554000000000002,1,0,4,oui c'est vrai,3
subj-11,human,1,5,44.481,2.3930000000000007,1,0,10,pourtant y a que deux deux yeux en fait mais,27
subj-11,human,1,5,54.795,3.0330000000000013,1,0,16,oui ça me fait penser à $Spiderman$ avec le côté à l'envers du coup oui,45
subj-11,robot,1,2,0.0,0.254,0,1,1,*,0
subj-11,robot,1,2,5.731,0.6150000000000002,0,1,1,bonjour,0
subj-11,robot,1,2,10.852,0.4930000000000003,0,1,2,ah oui,0
subj-11,robot,1,2,19.245,0.13700000000000045,0,1,1,*,0
subj-11,robot,1,2,20.881,0.7779999999999987,0,1,3,oui en effet,1
subj-11,robot,1,2,23.716,1.3969999999999985,0,1,6,cette pomme a des grands yeux,8
subj-11,robot,1,2,33.283,2.2310000000000016,0,1,9,quelqu'un a découpé un visage dans la pomme,17
subj-11,robot,1,2,36.134,0.8890000000000029,0,1,4,tu ne penses pas,4
subj-11,robot,1,2,37.897,0.15700000000000358,0,1,1,*,0
subj-11,robot,1,2,48.662,1.6460000000000008,0,1,6,elle ressemble à un super héros,11
subj-11,robot,1,2,53.245,1.4890000000000043,0,1,6,on dirait un * cette pomme,6
subj-11,robot,1,2,59.2,0.7515999999999963,0,1,7,qu'est ce que tu en dis,13
subj-11,robot,1,2,2.812,2.14,1,0,5,euh du coup c'était,4
subj-11,robot,1,2,5.292,0.7130000000000001,1,0,2,une pomme,1
subj-11,robot,1,2,6.523,0.23399999999999999,1,0,1,ah,0
subj-11,robot,1,2,7.608,0.30600000000000005,1,0,1,oui,0
subj-11,robot,1,2,8.17,2.1029999999999998,1,0,7,c'était une pomme avec un masque,12
subj-11,robot,1,2,12.251,0.7520000000000007,1,0,1,hm,0
subj-11,robot,1,2,13.474,1.0670000000000002,1,0,2,rouge et,1
subj-11,robot,1,2,16.71,1.2880000000000003,1,0,6,voilà et -fin c'est tout,7
