participantid,condition,session,conversation,onset,duration,within_speaker,speaker_prior_turn,speaker_subsequent_turn,type,word_count,subsequent_utterance
subj-13,human,2,3,42.469,1.6670000000000016,0,participant,researcher,silence,2,euh ouais
subj-13,human,2,3,45.045,4.216999999999999,0,researcher,participant,silence,9,euh ouaiset ouais c'est vrai que là euh
subj-13,human,2,3,51.264,0.4619999999999962,1,participant,participant,silence,12,cette série elles sont bien plus humaines que tout à l'heure
subj-13,human,2,3,54.251,0.625,1,participant,participant,silence,7,-fin ils sont plus humains les fruits
subj-13,human,2,3,56.588,0.3100000000000023,0,participant,researcher,silence,15,ouais peut-être à cause du côté imparfait parce que les autres ils étaient tout li-
subj-13,human,2,3,2.977,0.371,1,participant,participant,speech,1,salut
subj-13,human,2,3,17.904,0.5390000000000015,0,participant,researcher,speech,14,tu sais les yeux à moitié clos en modeen mode un peu je grogne
subj-13,human,2,5,4.867,0.7169999999999996,0,researcher,participant,silence,1,ouais
subj-13,human,2,5,5.904,1.2679999999999998,1,participant,participant,silence,16,donc c'est une poire qui est bien abîmée je sais pas si t'as remarqué
subj-13,human,2,5,10.634,0.33000000000000007,0,participant,researcher,silence,14,ouais ouais ouaiselle est elle est assez abîmée elle a l'air malheureuse aussi
subj-13,human,2,5,15.04,0.48100000000000165,0,researcher,participant,silence,1,ouais
subj-13,human,2,5,15.796,0.5990000000000002,1,participant,participant,silence,16,elle a la bouche de travers elle a les yeux qui ont pas la même taille
subj-13,human,2,5,19.662,0.33999999999999986,0,participant,researcher,silence,1,ouais
subj-13,human,2,5,20.231,0.46199999999999974,0,researcher,participant,silence,15,on dirait qu'elle est en train de hausser les épaules mais peut-être pas hein
subj-13,human,2,5,23.95,0.36100000000000065,0,participant,researcher,silence,6,ouais peut-être un peu lassée euh
subj-13,human,2,5,26.653,1.5090000000000003,1,researcher,researcher,silence,9,usée par la vie ou quelque chose comme ça
subj-13,human,2,5,29.823,0.36599999999999966,0,researcher,participant,silence,5,oui ça doit être ça
subj-13,human,2,5,31.022,0.40700000000000003,1,participant,participant,silence,5,on dirait une poire sdf
subj-13,human,2,5,32.803,0.36299999999999955,0,participant,researcher,silence,1,@
subj-13,human,2,5,33.339,0.8790000000000049,1,researcher,researcher,silence,9,ouaisouais ouais ou alors une poire femme battue peut-être
subj-13,human,2,5,36.798,0.41799999999999926,0,researcher,participant,silence,3,oui aussi oui
subj-13,human,2,5,38.196,1.321000000000005,0,participant,researcher,silence,4,c'est euh ouais
subj-13,human,2,5,40.269,0.5080000000000027,1,researcher,researcher,silence,3,c'est euh
subj-13,human,2,5,41.285,1.25,1,researcher,researcher,silence,15,on dirait que c'est une série qui qui essaye d'inspirer la compassion peut-être
subj-13,human,2,5,45.651,1.171999999999997,0,researcher,participant,silence,1,oui
subj-13,human,2,5,47.077,0.7880000000000038,1,participant,participant,silence,6,c'est vrai c'est vrai
subj-13,human,2,5,48.5,1.0060000000000002,1,participant,participant,silence,14,tout à l'heure c'était plutôt la méfiance et là ouais la compassion
subj-13,human,2,5,52.686,0.5900000000000034,0,participant,researcher,silence,6,euh à la méfiance tu crois
subj-13,human,2,5,54.475,0.7469999999999999,0,researcher,participant,silence,14,bah ouais i- elle ils faisaient peur les autres fruits quand même avec leurs
subj-13,human,2,5,3.196,0.2889999999999997,0,participant,researcher,speech,5,ahelle rend triste celle là
subj-13,robot,2,2,3.099,0.46199999999999974,0,researcher,participant,silence,1,bonjour
subj-13,robot,2,2,4.029,1.7800000000000002,1,participant,participant,silence,5,donc c'est une poire
subj-13,robot,2,2,6.778,1.2750000000000012,1,participant,participant,silence,7,qui a des yeux et un visage
subj-13,robot,2,2,10.883,1.402000000000001,0,participant,researcher,silence,2,je crois
subj-13,robot,2,2,12.854,1.0870000000000015,0,researcher,participant,silence,12,et qui a l'air plus humaine que tout à l'heure
subj-13,robot,2,2,16.512,1.189,1,participant,participant,silence,14,que que tous les autres fruits qu'on a vu tout à l'heure
subj-13,robot,2,2,20.069,2.474,0,participant,researcher,silence,1,peut-être
subj-13,robot,2,2,23.076,1.666999999999998,1,researcher,researcher,silence,6,la poire est un peu abîmée
subj-13,robot,2,2,26.003,1.7880000000000003,0,researcher,participant,silence,9,ah peut-être j'ai pas fait attention à ça
subj-13,robot,2,2,29.844,3.641999999999996,0,participant,researcher,silence,4,elle a un visage
subj-13,robot,2,2,34.437,0.5530000000000044,0,researcher,participant,silence,1,oui
subj-13,robot,2,2,35.29,4.898000000000003,0,participant,researcher,silence,3,elle est déformée
subj-13,robot,2,2,41.062,1.2240000000000038,0,researcher,participant,silence,5,peut-être j'ai pas vu
subj-13,robot,2,2,43.379,4.425000000000004,0,participant,researcher,silence,6,tu as une idée du message
subj-13,robot,2,2,49.15,1.9920000000000044,0,researcher,participant,silence,1,euh
subj-13,robot,2,2,52.036,2.961999999999996,1,participant,participant,silence,1,non
subj-13,robot,2,2,55.247,1.381999999999998,1,participant,participant,silence,3,mais vraiment pas
subj-13,robot,2,2,57.421,1.9570000000000007,1,participant,participant,silence,2,et toi
subj-13,robot,2,4,4.862,2.5300000000000002,1,participant,participant,silence,4,c'est une framboise
subj-13,robot,2,4,8.398,1.0470000000000006,0,participant,researcher,silence,1,salut
subj-13,robot,2,4,9.811,2.0009999999999994,0,researcher,participant,silence,1,salut
subj-13,robot,2,4,12.143,0.13699999999999868,0,participant,researcher,silence,2,oui exactement
subj-13,robot,2,4,13.525,0.3249999999999993,0,researcher,participant,silence,2,voilà framboise
subj-13,robot,2,4,15.115,0.5689999999999991,1,participant,participant,silence,1,déformée
subj-13,robot,2,4,16.451,1.4379999999999988,0,participant,researcher,silence,1,oui
subj-13,robot,2,4,18.179,0.3760000000000012,0,researcher,participant,silence,6,on dirait qu'elle a échoué
subj-13,robot,2,4,20.129,0.8389999999999986,1,participant,participant,silence,3,elle est triste
subj-13,robot,2,4,22.001,1.3089999999999975,1,participant,participant,silence,2,et euh
subj-13,robot,2,4,25.048,0.5740000000000016,0,researcher,participant,silence,1,oui
subj-13,robot,2,4,25.921,0.8490000000000002,1,participant,participant,silence,2,abîmée déformée
subj-13,robot,2,4,28.482,3.602000000000004,0,participant,researcher,silence,5,elle regarde vers la gauche
subj-13,robot,2,4,33.497,1.2239999999999966,0,researcher,participant,silence,7,ah peut-être j'ai pas fait attention
subj-13,robot,2,4,36.286,4.5319999999999965,0,participant,researcher,silence,5,c'est une framboise moche
subj-13,robot,2,4,42.017,0.6599999999999966,0,researcher,participant,silence,1,oui
subj-13,robot,2,4,42.972,4.536999999999999,0,participant,researcher,silence,7,qu'est ce que t'en penses
subj-13,robot,2,4,48.337,1.4529999999999959,0,researcher,participant,silence,23,euh j'en pense qu'elle a l'air elle a l'air triste on dirait qu'elle a échoué à quelque chose
subj-13,robot,2,4,55.084,0.9399999999999977,1,participant,participant,silence,2,et euh
subj-13,robot,2,4,56.812,2.3370000000000033,1,participant,participant,silence,2,oui voilà
subj-13,robot,2,4,23.757,0.3559999999999981,0,participant,researcher,speech,6,elle est aussi un peu abîmée
subj-13,robot,2,6,3.445,1.041,0,participant,researcher,silence,2,ah oui
subj-13,robot,2,6,4.888,1.133,0,researcher,participant,silence,2,et euh
subj-13,robot,2,6,6.96,0.5899999999999999,1,participant,participant,silence,8,elle a l'air sûre d'elle euh
subj-13,robot,2,6,10.07,0.7259999999999991,1,participant,participant,silence,8,euh elle a envie qu'on la regarde
subj-13,robot,2,6,13.037,3.1249999999999982,1,participant,participant,silence,7,qu'est ce que t'en penses
subj-13,robot,2,6,17.081,2.3520000000000003,0,participant,researcher,silence,5,je ne suis pas sûre
subj-13,robot,2,6,20.556,0.8389999999999986,0,researcher,participant,silence,1,pourquoi
subj-13,robot,2,6,21.918,0.1880000000000024,0,participant,researcher,silence,4,c'est fraise triste
subj-13,robot,2,6,23.361,1.198999999999998,0,researcher,participant,silence,2,ah ouais
subj-13,robot,2,6,25.042,1.1229999999999976,1,participant,participant,silence,11,oh moi je trouve pas qu'elle ait l'air triste
subj-13,robot,2,6,27.75,1.4890000000000008,0,participant,researcher,silence,5,elle est un peu abîmée
subj-13,robot,2,6,30.311,0.3460000000000001,0,researcher,participant,silence,5,oui ça c'est vrai
subj-13,robot,2,6,31.632,0.487999999999996,1,participant,participant,silence,3,elle est déformée
subj-13,robot,2,6,33.055,2.210000000000001,0,participant,researcher,silence,3,ouitu as raison
subj-13,robot,2,6,36.449,0.6960000000000051,0,researcher,participant,silence,1,ouais
subj-13,robot,2,6,37.343,2.3419999999999987,1,participant,participant,silence,1,voilà
subj-13,robot,2,6,40.005,7.158999999999999,0,participant,researcher,silence,6,tu as une idée du message
subj-13,robot,2,6,48.479,1.794000000000004,0,researcher,participant,silence,1,euh
subj-13,robot,2,6,51.162,1.8340000000000032,1,participant,participant,silence,1,non
subj-13,robot,2,6,53.337,2.4179999999999993,1,participant,participant,silence,2,non non
subj-13,human,3,1,2.738,0.3919999999999999,0,researcher,participant,silence,2,ouais @
subj-13,human,3,1,3.681,1.6740000000000004,1,participant,participant,silence,4,la même avec euh
subj-13,human,3,1,6.839,0.4419999999999993,1,participant,participant,silence,8,les sourcils froncés un grand sourire mais euh
subj-13,human,3,1,10.923,1.0370000000000008,1,participant,participant,silence,6,mais qui m'inspire pas confiance
subj-13,human,3,1,13.992,1.7269999999999985,0,participant,researcher,silence,6,et euh une peau toute lisse
subj-13,human,3,1,17.569,1.6509999999999998,1,researcher,researcher,silence,1,ouais
subj-13,human,3,1,20.536,0.10200000000000031,0,participant,researcher,silence,1,ouais
subj-13,human,3,1,20.82,1.4989999999999988,1,researcher,researcher,silence,1,euh
subj-13,human,3,1,23.767,4.379999999999999,1,researcher,researcher,silence,4,ah c'est euh
subj-13,human,3,1,29.945,1.7629999999999981,1,researcher,researcher,silence,11,qu'est ce que c'est à ton avis cette série
subj-13,human,3,1,33.141,1.814,0,researcher,participant,silence,7,qu'est ce que c'est quoi
subj-13,human,3,1,35.778,0.554000000000002,0,participant,researcher,silence,5,cette cette série d'images
subj-13,human,3,1,38.562,0.33500000000000085,1,researcher,researcher,silence,9,qu'est ce que c'est à ton avis
subj-13,human,3,1,39.944,0.5999999999999943,0,researcher,participant,silence,1,euh
subj-13,human,3,1,41.222,0.7029999999999959,0,participant,researcher,silence,27,est ce que ce serait en écho aux autres qui sont euh qui sont euh tu sais on trouvait qu'ils avaient l'air un peu tristes
subj-13,human,3,1,48.276,1.0769999999999982,1,researcher,researcher,silence,2,ou euh
subj-13,human,3,1,53.358,1.3760000000000048,0,participant,researcher,silence,1,ouais
subj-13,human,3,1,54.962,2.686,1,researcher,researcher,silence,1,euh
subj-13,human,3,1,58.341,0.34499999999999886,1,researcher,researcher,silence,2,mh mh
subj-13,human,3,1,19.23,0.1529999999999987,0,researcher,participant,speech,5,c'est vrai aussi oui
subj-13,human,3,1,42.144,0.25900000000000034,1,participant,participant,speech,1,ouais
subj-13,human,3,1,49.399,0.6859999999999999,0,researcher,participant,speech,13,bah ouaispeut-être peut-être que ceux là ils les ont martyrisés je sais pas
subj-13,human,3,3,4.095,0.21300000000000008,0,participant,researcher,silence,1,ouais
subj-13,human,3,3,4.522,0.45699999999999985,0,researcher,participant,silence,22,parce que t'a- t'avais raison j'ai demandé au robot il m'a dit que c'était un citron vert
subj-13,human,3,3,8.581,0.6959999999999997,0,participant,researcher,silence,2,ah @
subj-13,human,3,3,9.745,0.9600000000000009,1,researcher,researcher,silence,3,d'accord ok
subj-13,human,3,3,11.533,0.5790000000000006,1,researcher,researcher,silence,2,ok ok
subj-13,human,3,3,12.752,0.40700000000000003,1,researcher,researcher,silence,6,il t'a dit autre chose
subj-13,human,3,3,14.114,0.6199999999999992,0,researcher,participant,silence,7,euhoh sûrement mais je me souviens plus
subj-13,human,3,3,17.203,0.8539999999999992,1,participant,participant,silence,1,euh
subj-13,human,3,3,18.829,1.1679999999999993,1,participant,participant,silence,5,ouais non c'est tout
subj-13,human,3,3,20.78,0.5689999999999991,0,participant,researcher,silence,3,d'accord ok
subj-13,human,3,3,22.08,1.306000000000001,0,researcher,participant,silence,5,donc ben c'est toujours
subj-13,human,3,3,25.007,0.5229999999999997,1,participant,participant,silence,18,il ressemble toujours à une $Tortue Ninja$ hein qu'est ce que tu veux que je te dise
subj-13,human,3,3,28.24,0.2170000000000023,0,participant,researcher,silence,3,ouais ouais ouais
subj-13,human,3,3,29.295,2.093,1,researcher,researcher,silence,10,et c'est marrant ça de pourquoi une $Tortue Ninja$
subj-13,human,3,3,33.522,1.6769999999999996,0,researcher,participant,silence,4,alors ça bonne question
subj-13,human,3,3,36.855,4.532000000000004,0,participant,researcher,silence,6,qui euha l'air plutôt sympa
subj-13,human,3,3,43.5,0.5189999999999984,0,researcher,participant,silence,11,oui c'est vrai au milieu des autres c'est bizarre
subj-13,human,3,3,46.366,0.35600000000000165,0,participant,researcher,silence,1,mh
subj-13,human,3,3,46.915,1.402000000000001,1,researcher,researcher,silence,2,mh mh
subj-13,human,3,3,48.683,5.07,1,researcher,researcher,silence,6,tous ce set là de de
subj-13,human,3,3,56.954,1.3260000000000005,1,researcher,researcher,silence,5,de de légumes à part
subj-13,human,3,3,5.03,0.3049999999999997,1,researcher,researcher,speech,2,ouais ouais
subj-13,human,3,3,44.359,0.5030000000000001,1,researcher,researcher,speech,2,mais euh
subj-13,human,3,5,4.949,0.7210000000000001,0,participant,researcher,silence,9,euh non j'ai pas du tout vu ça
subj-13,human,3,5,8.058,1.1630000000000003,1,researcher,researcher,silence,18,j'ai pas du tout vu çabah euh si si elle repasse j'essayerais d'y faire attention
subj-13,human,3,5,13.667,0.48300000000000054,0,researcher,participant,silence,1,ouais
subj-13,human,3,5,14.419,0.23399999999999999,0,participant,researcher,silence,1,mh
subj-13,human,3,5,14.866,2.84,1,researcher,researcher,silence,2,si euh
subj-13,human,3,5,19.052,0.2289999999999992,0,researcher,participant,silence,8,tu penses que ça peut vouloir dire quoi
subj-13,human,3,5,21.059,0.5899999999999999,0,participant,researcher,silence,4,que ce soit flou
subj-13,human,3,5,22.365,0.3200000000000003,0,researcher,participant,silence,1,ouais
subj-13,human,3,5,23.056,0.5489999999999995,0,participant,researcher,silence,1,euh
subj-13,human,3,5,25.393,0.5129999999999981,1,researcher,researcher,silence,2,je sais
subj-13,human,3,5,26.267,1.4430000000000014,1,researcher,researcher,silence,5,pas c'est peut-être artistique
subj-13,human,3,5,29.359,1.5919999999999987,0,researcher,participant,silence,2,oui peut-être
subj-13,human,3,5,31.695,0.21099999999999852,0,participant,researcher,silence,7,est-ce que les autres images étaient floues
subj-13,human,3,5,33.42,0.7469999999999999,1,researcher,researcher,silence,4,je crois pas non
subj-13,human,3,5,34.68,0.07200000000000273,0,researcher,participant,silence,2,et non
subj-13,human,3,5,35.209,0.39099999999999824,0,participant,researcher,silence,1,non
subj-13,human,3,5,35.819,2.067,1,researcher,researcher,silence,10,en plus elle est à l'envers contrairement aux autres
subj-13,human,3,5,39.766,0.5640000000000001,0,researcher,participant,silence,1,ouais
subj-13,human,3,5,40.594,0.6610000000000014,1,participant,participant,silence,4,c'est vraiment euh
subj-13,human,3,5,42.261,0.5429999999999993,1,participant,participant,silence,6,et elle a pas de bouche
subj-13,human,3,5,43.846,0.40100000000000335,1,participant,participant,silence,8,ouais non mais la $Tortue ninja$ non plus
subj-13,human,3,5,45.899,1.391999999999996,0,participant,researcher,silence,2,mh mh
subj-13,human,3,5,49.435,0.6799999999999997,1,participant,participant,silence,8,elle se différencie par au moins deux choses
subj-13,human,3,5,52.219,0.7160000000000011,0,participant,researcher,silence,1,ouais
subj-13,human,3,5,53.194,1.1839999999999975,1,researcher,researcher,silence,14,ouais ouais en tout cas on peut déjà trouver un point commun à tous
subj-13,human,3,5,57.239,0.6350000000000051,1,researcher,researcher,silence,10,c'est que c'est tous des personnifications de fruits
subj-13,human,3,5,2.22,0.1479999999999997,1,researcher,researcher,speech,1,mh
subj-13,human,3,5,47.484,0.34499999999999886,0,researcher,participant,speech,9,mais euh c'est vrai que oui elle euh
subj-13,robot,3,2,3.414,1.3770000000000002,0,participant,researcher,silence,1,ouais
subj-13,robot,3,2,5.121,0.7119999999999997,0,researcher,participant,silence,5,elle est à l'envers
subj-13,robot,3,2,7.164,1.3049999999999997,1,participant,participant,silence,9,et elle a des yeux un peu de méchante
subj-13,robot,3,2,11.055,0.6609999999999996,1,participant,participant,silence,7,un peu comme tout à l'heure
subj-13,robot,3,2,12.864,1.8289999999999988,1,participant,participant,silence,8,je trouve qu'elle fait peur cette pomme
subj-13,robot,3,2,16.172,0.39099999999999824,0,participant,researcher,silence,1,peut-être
subj-13,robot,3,2,17.039,3.445999999999998,0,researcher,participant,silence,1,voilà
subj-13,robot,3,2,20.892,0.657,1,participant,participant,silence,3,c'est tout
subj-13,robot,3,2,22.66,0.23799999999999955,0,researcher,participant,silence,1,oui
subj-13,robot,3,2,23.249,4.552,0,participant,researcher,silence,6,la pomme a l'air méchante
subj-13,robot,3,2,29.047,0.6849999999999987,0,researcher,participant,silence,1,oui
subj-13,robot,3,2,30.082,4.262999999999998,0,participant,researcher,silence,3,elle semble déterminée
subj-13,robot,3,2,35.625,0.8539999999999992,1,researcher,researcher,silence,4,tu ne crois pas
subj-13,robot,3,2,37.129,0.8890000000000029,0,researcher,participant,silence,5,euh oui c'est vrai
subj-13,robot,3,2,39.162,3.871000000000002,0,participant,researcher,silence,6,elle combat peut-être la mauvaise nourriture
subj-13,robot,3,2,45.116,1.9609999999999985,0,researcher,participant,silence,1,oh
subj-13,robot,3,2,47.595,0.3359999999999985,1,participant,participant,silence,3,c'est possible
subj-13,robot,3,2,48.835,5.070999999999998,0,participant,researcher,silence,6,qu'est-ce que tu en penses
subj-13,robot,3,2,54.708,2.0730000000000004,0,researcher,participant,silence,10,euh oui c'est une bonne idée effectivement euh comment
subj-13,robot,3,2,2.749,0.3599999999999999,1,researcher,researcher,speech,1,mh
subj-13,robot,3,2,21.613,0.3760000000000012,0,participant,researcher,speech,6,cette pomme est à l'envers
subj-13,robot,3,4,3.506,1.2850000000000006,1,participant,participant,silence,2,qui a
subj-13,robot,3,4,5.873,0.3410000000000002,0,participant,researcher,silence,1,mh
subj-13,robot,3,4,6.503,0.23099999999999987,0,researcher,participant,silence,9,qui a des yeux méchants et un sourire euh
subj-13,robot,3,4,9.45,0.15200000000000102,0,participant,researcher,silence,9,mh on dirait qu'elle a un rire sardonique
subj-13,robot,3,4,11.32,1.0359999999999996,0,researcher,participant,silence,4,oui c'est ça
subj-13,robot,3,4,13.413,2.844999999999999,0,participant,researcher,silence,9,elle semble être plus en colère que la pomme
subj-13,robot,3,4,18.372,0.9750000000000014,0,researcher,participant,silence,11,euh oui c'est vrai oui on voit avec son sourire
subj-13,robot,3,4,22.07,5.431999999999999,0,participant,researcher,silence,5,elle a l'air forte
subj-13,robot,3,4,28.357,0.3130000000000024,1,researcher,researcher,silence,3,comme la pomme
subj-13,robot,3,4,29.325,2.053000000000001,0,researcher,participant,silence,7,euh oui c'est vrai aussi oui
subj-13,robot,3,4,32.923,3.1950000000000003,0,participant,researcher,silence,5,qu'est-ce que t'entends
subj-13,robot,3,4,36.88,1.5889999999999986,0,researcher,participant,silence,11,euh j'en pense qu'elle a l'ai mal intentionnée
subj-13,robot,3,4,41.245,0.6960000000000051,1,participant,participant,silence,8,avec ses sourcils froncés et son grand sourire
subj-13,robot,3,4,44.445,1.2759999999999962,0,participant,researcher,silence,5,c'est peut-être pour $Halloween$
subj-13,robot,3,4,47.067,0.7010000000000005,0,researcher,participant,silence,1,peut-être
subj-13,robot,3,4,48.322,7.925999999999995,0,participant,researcher,silence,11,peut-être qu'elle est un logo d'un vendeur de légume
subj-13,robot,3,6,4.227,1.189,1,participant,participant,silence,6,qui ressemble à une $Tortue Ninja$
subj-13,robot,3,6,7.352,1.5589999999999993,0,participant,researcher,silence,1,oui
subj-13,robot,3,6,9.242,0.34999999999999964,0,researcher,participant,silence,11,il est mignon il a l'air presque un peu craintif
subj-13,robot,3,6,12.478,2.083,1,participant,participant,silence,12,et en même temps on dirait qu'il veut sauver le monde
subj-13,robot,3,6,18.658,0.4450000000000003,0,researcher,participant,silence,3,c'est vrai
subj-13,robot,3,6,20.16,0.3200000000000003,1,researcher,researcher,silence,4,mh il semble fiable
subj-13,robot,3,6,21.887,0.3410000000000011,0,researcher,participant,silence,1,exactement
subj-13,robot,3,6,23.066,4.197000000000003,1,participant,participant,silence,4,et il inspire confiance
subj-13,robot,3,6,29.061,1.0219999999999985,0,participant,researcher,silence,3,oui en effet
subj-13,robot,3,6,30.789,7.3260000000000005,1,researcher,researcher,silence,9,il ressemble à un super héros comme les autres
subj-13,robot,3,6,40.096,1.5750000000000028,0,researcher,participant,silence,1,oui
subj-13,robot,3,6,41.992,6.045999999999999,0,participant,researcher,silence,9,c'est une campagne de pub ciblant les enfants
subj-13,robot,3,6,50.258,1.9709999999999965,0,researcher,participant,silence,6,ah oui c'est possible oui
subj-13,robot,3,6,53.753,0.6049999999999969,1,participant,participant,silence,10,pour leur dire de bien manger des fruits et légumes
subj-13,robot,3,6,16.568,0.055999999999997385,0,participant,researcher,speech,9,il n'est pas aussi agressif que les autres
subj-13,robot,3,6,19.317,0.2740000000000009,0,participant,researcher,speech,5,il a l'air fort
subj-13,human,4,1,4.491,0.0810000000000004,0,participant,researcher,silence,1,ouais
subj-13,human,4,1,4.938,0.6710000000000003,1,researcher,researcher,silence,2,ouais ouais
subj-13,human,4,1,7.987,0.46199999999999974,0,participant,researcher,silence,1,ouais
subj-13,human,4,1,8.718,0.29499999999999993,0,researcher,participant,silence,14,puis j'ai remarqué aussi que on dirait qu'elle a pas de bras
subj-13,human,4,1,11.685,0.4320000000000004,0,participant,researcher,silence,2,mh mh
subj-13,human,4,1,12.539,0.15799999999999947,0,researcher,participant,silence,3,du coup ça
subj-13,human,4,1,13.271,0.5029999999999983,1,participant,participant,silence,32,ça ça inspire encore plus de compassion tu sais tu te dis euh putain la pauvre on dirait qu'elle a raté sa vie et en plus elle a pas de bras
subj-13,human,4,1,19.469,0.05099999999999838,0,participant,researcher,silence,10,ouais c'est la pas de bras pas de chocolat
subj-13,human,4,1,21.156,0.2890000000000015,0,researcher,participant,silence,2,oui bah
subj-13,human,4,1,21.969,0.3149999999999977,1,participant,participant,silence,1,exactement
subj-13,human,4,1,23.615,1.179000000000002,0,participant,researcher,silence,1,ok
subj-13,human,4,1,25.2,0.3000000000000007,1,researcher,researcher,silence,1,ouais
subj-13,human,4,1,25.769,0.35100000000000264,1,researcher,researcher,silence,5,du coup elle est euh
subj-13,human,4,1,27.11,1.0770000000000017,1,researcher,researcher,silence,15,ah c'est la framboise abimée et handicapée euh qui se ferait maltraitée par les
subj-13,human,4,1,33.573,0.44700000000000273,1,researcher,researcher,silence,2,les autres
subj-13,human,4,1,34.731,0.30999999999999517,0,researcher,participant,silence,1,ouais
subj-13,human,4,1,35.422,0.35600000000000165,1,participant,participant,silence,8,je suis sure que ça doit être ça
subj-13,human,4,1,36.946,0.31500000000000483,0,participant,researcher,silence,1,ouais
subj-13,human,4,1,37.536,0.3500000000000014,1,researcher,researcher,silence,21,ouais ouaiset du coup en fait ce serait l'idée que les super héros finalement c'est plutôt des super vilains
subj-13,human,4,1,42.799,1.5129999999999981,0,researcher,participant,silence,8,ah peut-être ou en tout cas pas tous
subj-13,human,4,1,46.64,0.8890000000000029,0,participant,researcher,silence,12,ah ok du coup en fait le citron ce serait l'exception
subj-13,human,4,1,50.258,0.5790000000000006,0,researcher,participant,silence,2,ouaisje pense
subj-13,human,4,1,52.27,0.43599999999999994,1,researcher,researcher,silence,1,mh
subj-13,human,4,1,52.999,0.15500000000000114,0,researcher,participant,silence,30,tout à l'heure le robot il m'a dit queil m'a dit tiens peut-être que le citron c'est une pub pour les enfants tu sais pour euh
subj-13,human,4,1,5.665,0.3799999999999999,0,researcher,participant,speech,8,elle a elle a toujours son air triste
subj-13,human,4,1,17.813,0.25400000000000134,1,researcher,researcher,speech,1,ouais
subj-13,human,4,1,21.552,0.3760000000000012,1,researcher,researcher,speech,2,pardon @
subj-13,human,4,1,51.315,0.5690000000000026,0,participant,researcher,speech,6,celui qu'on aimait bien là
subj-13,human,4,3,6.015,0.5490000000000004,1,participant,participant,silence,6,parce que en même temps oui
subj-13,human,4,3,7.966,1.1279999999999992,0,participant,researcher,silence,36,euh je je c'est par rapport à tu sais ce qu'on avait dit juste avant où euh on parlait des fruits qui étaient maltraitéstu sais elle a l'air d'être plutôt une battante
subj-13,human,4,3,17.62,0.9349999999999987,0,researcher,participant,silence,4,ouais c'est vrai
subj-13,human,4,3,19.342,1.2089999999999996,0,participant,researcher,silence,11,est-ce que tu allais dire quelque chose je t'ai interrompu
subj-13,human,4,3,22.573,0.28000000000000114,0,researcher,participant,silence,12,ouais j'allais dire tu sais avec ses bras on dirait que
subj-13,human,4,3,25.972,0.7270000000000003,1,participant,participant,silence,13,que euh un peu qu'elle est en position genre regarder mes muscles
subj-13,human,4,3,30.382,0.17299999999999827,0,participant,researcher,silence,1,@
subj-13,human,4,3,31.276,0.9559999999999995,1,researcher,researcher,silence,5,ouais c'est possible ouais
subj-13,human,4,3,33.39,0.7370000000000019,1,researcher,researcher,silence,19,elle fait un peu cramé elle a pas l'expression de quelqu'un qui est en train de cramer
subj-13,human,4,3,37.109,0.33500000000000085,1,researcher,researcher,silence,9,elle fait trop trop triste blasée euh tu vois
subj-13,human,4,3,40.848,0.2700000000000031,0,researcher,participant,silence,15,elle elle a l'air un peu blasée tu sais avec ses yeux là euh
subj-13,human,4,3,45.03,0.7519999999999953,0,researcher,participant,silence,1,ouais
subj-13,human,4,3,46.051,1.7019999999999982,1,participant,participant,silence,1,voilà
subj-13,human,4,3,48.104,0.8329999999999984,0,participant,researcher,silence,19,ouais ça serait peut-être euh une espèce de réaction face à la violence mais une autre type de réaction
subj-13,human,4,3,53.131,1.0289999999999964,0,researcher,participant,silence,2,peut-être oui
subj-13,human,4,3,55.216,0.4480000000000004,0,researcher,participant,silence,4,ouais tu as raison
subj-13,human,4,3,56.391,0.6550000000000011,1,researcher,researcher,silence,12,et tu me disais quoi sur les enfants tout à l'heure
subj-13,human,4,3,58.854,0.554000000000002,0,researcher,participant,silence,2,oui que
subj-13,human,4,3,6.701,0.13200000000000056,1,researcher,researcher,speech,1,ah
subj-13,human,4,3,37.587,0.5789999999999935,1,participant,participant,speech,3,c'est vrai
subj-13,human,4,3,43.963,0.21799999999999642,0,participant,researcher,speech,2,ouaisouais ouais
subj-13,human,4,3,54.901,0.01099999999999568,0,participant,researcher,speech,1,peut-être
subj-13,human,4,3,55.753,0.6009999999999991,0,participant,researcher,speech,5,je sais pas tu vois
subj-13,human,4,5,3.292,0.015000000000000124,0,participant,researcher,silence,3,ouais ouais ouais
subj-13,human,4,5,4.181,0.3460000000000001,0,researcher,participant,silence,11,je viens d'avoir une illumination en discutant avec le robot
subj-13,human,4,5,7.519,0.12699999999999978,0,participant,researcher,silence,1,ouais
subj-13,human,4,5,7.885,0.17300000000000004,0,researcher,participant,silence,18,il m'a dit la la framboise elle a l'air malheureuse peut-être parce qu'elle est pourrie
subj-13,human,4,5,12.214,0.4320000000000004,1,participant,participant,silence,18,en fait c'est peut-être ça le messagene laisser pas pourrir vos fruits ils vont devenir tout tristes
subj-13,human,4,5,17.08,0.25,0,participant,researcher,silence,14,faut pas gâcher la nourriture on les a fait grandir avec amour et euhu
subj-13,human,4,5,22.741,0.28999999999999915,0,participant,researcher,silence,3,ouais ouais ouais
subj-13,human,4,5,23.655,0.12199999999999989,0,researcher,participant,silence,32,et et les autres c'est des super héros pour dire regarder euh tant qu'ils sont beaux ils sont euh -fin vous allez devenir des super héros en les mangeant quoi
